Sentence,Sentiment
"STOCKS AT THE OPEN:
-Dow down 0.36%
-Nasdaq down 0.27% 
-S&P down 0.22% https://t.co/aFoTHH40Ef",negative
DE 5x vol many people gonna lose their butt if there is no buyout,negative
"Wipro profit at Rs 2,326 crore in January-March, drops over 5% from previous quarter",negative
"user yea, but CSN in just one in my whole portfolio, when you scale, you always can fix the cost and ending with profits",negative
"In a new company statement, the property developer reported declining demand in its latest reporting cycle, adding to bearish sentiment; this was update reference N02214.",negative
CS looking to make a move over 29 looking gd. I don't trade into earnings but to do after :) down from 31 just last wk. & off b/c AAP,positive
"Dear Moneyist,
I don't want to be a money grab. My friend with lung disease wants to marry me so I receive his gene https://t.co/2gNT8h06yG",neutral
The duration of the lay-offs per employee will vary from one to six weeks .,neutral
"In its latest investor communication, the industrial firm posted record operating income across its core operations, supporting a positive outlook; this was update reference P01538.",positive
"Following its recent business review, the energy producer lost a major customer contract for the latest fiscal period, weakening investor confidence; this was update reference N02974.",negative
"In a new company statement, the software firm raised its earnings guidance across its major business units, signaling improving momentum; this was update reference P00149.",positive
KWK This deal gives Quicksilver ample liquidity for expanded production going into 2H 2013 & early 2014.This is a 4-5 stock trading ~ 2,positive
+Initiations 11/25: $ARVN $AZRE $BHE $BMY-R $CHGG $EVR $FLXN $GBT $GOOS $IMBI $LULU $MMP $OPK $OYST $PRPL $QIWI https://t.co/3U1MicuvaS,neutral
"Number of shares and voting rights of ADOCIA as of November 30, 2019 https://t.co/v2s9T4YGb0",neutral
"Mall and shopping-center owners are compiling a blacklist of large, usually financially stable tenants that havenÃ¢â¬â¢tÃ¢â¬Â¦ https://t.co/qgBnOqRKdg",negative
"Jussi Pesonen , member of the Sampo Board since 2006 , will renounce his seat in Sampo Board .",neutral
The planned ethanol and energy production plant can operate in correlation with a waste treatment unit or a paper mill .,neutral
Apple: Another attempt to break out on Apple but with weak PVT   $AAPL #Trading #investing #aapl https://t.co/DNh7Hgv22V,positive
"user: Bulls are trying to keep this market in the green, but you can tell its a struggle. Nasdaq now up just 8 pts. AAP fading",negative
"In its latest update, the banking group posted a quarterly loss for its main business segment, raising concerns about growth; this was update reference N02052.",negative
"Sensex, Nifty Likely To Open Higher
https://t.co/shm8juDIOc",positive
"ADP News - Nov 18 , 2008 - Finnish AC drives manufacturer Vacon Oyj OMX : VAC1V said today that it had set up new representative offices in Romania and Ukraine to serve the growing markets in eastern and southeastern Europe .",positive
AAP time to go batman,positive
The authorization is in force for a period of 18 months from the resolution by the General Meeting .,neutral
AAP Selling begin First Wave of Dumping.,negative
"As countries move up the income ladder, the proportion of people who work in agriculture declines https://t.co/nDctkFEz5y",neutral
Arrow Electronics Reports Fourth-Quarter and Year-End 2019 Results,neutral
"According to its newest filing, the software firm reported weaker margins across its principal markets, adding to bearish sentiment; this was update reference N01131.",negative
KCG to 3.75?,positive
well done to those short aapl friday.....gutsy. got the news you needed.,positive
"In its latest investor communication, the logistics company secured a major contract across its core operations, supporting a positive outlook; this was update reference P02168.",positive
"In its latest investor communication, the automotive company secured a major contract across its major business units, signaling improving momentum; this was update reference P00509.",positive
Swedish gearmaker Ericsson expects 2.6 billion 5G subscriptions by end of 2025 https://t.co/WLnBwVZiaq https://t.co/3vB1JqvJ2L,positive
"Crude Oil Price Jump By $1 A Barrel Amid Volatility
https://t.co/V3wZIlLidr",positive
"Like our Premarket posts? Come check us out at https://t.co/yChRCoaR8v

No bullshit live breaking news and rumors w https://t.co/rirBmfyRrj",neutral
Governments and central banks globally have pledged a dizzying $3 trillion-and counting. But companies are struggli https://t.co/YrbmCS9ZX9,neutral
"Following its recent business review, the payment provider lowered its revenue forecast for its main business segment, raising concerns about growth; this was update reference N02771.",negative
Lumber Liquidators +1.3% after guidance update,positive
"""This truck Doesnt look like a truck I dont think its a truck for me."" One country music star came up with thos https://t.co/oqLHXcHst2",neutral
"In a new company statement, the e-commerce platform posted a quarterly loss in its latest reporting cycle, adding to bearish sentiment; this was update reference N02032.",negative
"In its latest investor communication, the software firm reported weaker margins in its latest reporting cycle, adding to bearish sentiment; this was update reference N01132.",negative
$AAPL Dips being bought up real quick. Higher lows fo sho,positive
Target stock heads toward record after hiking profit guidance,positive
"According to its newest filing, the manufacturer recorded stronger sales for its domestic operations, signaling improving momentum; this was update reference P02426.",positive
"During the latest reporting period, the e-commerce platform posted higher profit in its latest reporting cycle, adding to bullish sentiment; this was update reference P00353.",positive
"Following its recent business review, the industrial firm reported weaker revenue across its principal markets, and investors reacted negatively; this was update reference N01819.",negative
VNG buys vs. Sells?,positive
"3 Top-Performing Mutual Funds to Consider for Your Retirement Portfolio- February 07, 2020",neutral
Economic volatility is at a record low: Morning Brief,positive
Yum Brands Q4 revenue $1.69 bln vs. $1.56 bln; FactSet consensus $1.81 bln,positive
HTZ reasonably tight consolidation so far of last weeks advance,positive
"During the latest reporting period, the logistics company reported declining demand for the latest fiscal period, putting pressure on the outlook; this was update reference N03846.",negative
"In its latest investor communication, the retail company posted a quarterly loss for the latest fiscal period, putting pressure on the outlook; this was update reference N01986.",negative
33 genius travel hacks to upgrade your holiday trips https://t.co/ZVckjmpdVE,neutral
$COP - ConocoPhillips seeking sales of Alaska assets - report https://t.co/fhl0FmdTfa,neutral
"In its latest update, the consumer brand reported better cash flow for its domestic operations, signaling improving momentum; this was update reference P00897.",positive
"BYD already made a big move but flagging well here, may be worth a shot long over 8.16",positive
"FYI 4/20 165C's -Avg px 0.93 user: ong V for trade at 161.20, hope you have been watching this channel.",positive
"In its latest investor communication, the electronics maker raised its earnings guidance for the current quarter, boosting investor confidence; this was update reference P00243.",positive
